"task_key","experiment","condition","state","replicate","data_seed","method","method_label","bandwidth_multiplier","ARI","affinity_sigma","objective","iterations","ifault","distance_seconds","clustering_seconds","error"
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Gated_active_average_SC","Gated active average",1,0.349025034375887,15.6893277304161,66.1401032183604,3,0,0.250999999999976,0.0780000000000314,NA
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Package_no_interaction_SC","Package no interaction",1,0.349025034375887,15.6893277304161,66.1401032183604,3,0,0.00600000000002865,0.0679999999999836,NA
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Gower_SC","Gower",1,-0.00294265306987507,0.496763823959873,65.3103808389069,3,0,0.115999999999985,0.0849999999999795,NA
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Modified_Gower_SC","Modified Gower",1,-0.00239880823243006,0.447502231578721,67.0305250681824,2,0,1.44299999999998,0.0690000000000168,NA
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Euclidean_onehot_SC","Euclidean one-hot",1,-0.00279670672720693,13.0302572636431,60.6133709868079,2,0,1.06600000000003,0.11099999999999,NA
"Simulation_3__npg120_profile0-35__decoupled__rep002","Simulation_3","npg120_profile0.35","decoupled",2,26400200,"Ahmad_Dey_SC","Ahmad--Dey distance",1,-0.00184890702257043,0.444900099985639,64.4391237530338,2,0,0.315999999999974,0.0740000000000123,NA
"Simulation_3__npg120_profile0-35__aligned__rep003","Simulation_3","npg120_profile0.35","aligned",3,26400300,"Gated_active_average_SC","Gated active average",1,0.484961286089047,17.5454216689735,60.5952250032583,3,0,0.00499999999999545,0.0690000000000168,NA
"Simulation_3__npg120_profile0-35__aligned__rep003","Simulation_3","npg120_profile0.35","aligned",3,26400300,"Package_no_interaction_SC","Package no interaction",1,0.460615556620875,15.6197628985367,63.8993817158602,2,0,0.00599999999997181,0.0670000000000073,NA
"Simulation_3__npg120_profile0-35__aligned__rep003","Simulation_3","npg120_profile0.35","aligned",3,26400300,"Gower_SC","Gower",1,0.366922185884683,0.491756290263064,69.9955252469842,3,0,0.109000000000037,0.0779999999999745,NA
"Simulation_3__npg120_profile0-35__aligned__rep003","Simulation_3","npg120_profile0.35","aligned",3,26400300,"Modified_Gower_SC","Modified Gower",1,0.351616793212554,0.445835863480991,68.3988454063809,3,0,1.63399999999996,0.0709999999999695,NA
